term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,p_stem
1825,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,1825
comprise,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,compris
uninterrupted,1,7.29250986311959e-06,17.065153136954358,13,JJ,1,{'JJ'},0,uninterrupt
red,1,7.29250986311959e-06,17.065153136954358,3,NNP,1,{'NNP'},0,red
forest,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,forest
ax,1,7.29250986311959e-06,17.065153136954358,2,NN,1,{'NN'},0,ax
woodsmen,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,woodsmen
teem,1,7.29250986311959e-06,17.065153136954358,4,VB,1,{'VB'},0,teem
tillage,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,tillag
whitened,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,whiten
artists,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,artist
unexaggerated,1,7.29250986311959e-06,17.065153136954358,13,JJ,1,{'JJ'},0,unexagger
shades,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,shade
visitation,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,visit
extremities,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,extrem
lastly,1,7.29250986311959e-06,17.065153136954358,6,RB,1,{'RB'},0,lastli
aggravated,1,7.29250986311959e-06,17.065153136954358,10,VBN,1,{'VBN'},0,aggrav
prepossessions,1,7.29250986311959e-06,17.065153136954358,14,NNS,1,{'NNS'},0,prepossess
spotless,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,spotless
collision,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,collis
kindled,1,7.29250986311959e-06,17.065153136954358,7,VBD,1,{'VBD'},0,kindl
upper,1,7.29250986311959e-06,17.065153136954358,5,JJ,1,{'JJ'},0,upper
tributary,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,tributari
outlet,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,outlet
recollect,1,7.29250986311959e-06,17.065153136954358,9,VB,1,{'VB'},0,recollect
precarious,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,precari
augment,1,7.29250986311959e-06,17.065153136954358,7,VBD,1,{'VBD'},0,augment
unfortunately,1,7.29250986311959e-06,17.065153136954358,13,RB,1,{'RB'},0,unfortun
retarded,1,7.29250986311959e-06,17.065153136954358,8,VBD,1,{'VBD'},0,retard
paved,1,7.29250986311959e-06,17.065153136954358,5,VBD,1,{'VBD'},0,pave
dense,1,7.29250986311959e-06,17.065153136954358,5,JJ,1,{'JJ'},0,dens
endearing,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,endear
lieu,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,lieu
tribe,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,tribe
sustenance,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,susten
digest,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,digest
maritime,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,maritim
imminent,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,immin
averting,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,avert
happiest,1,7.29250986311959e-06,17.065153136954358,8,JJS,1,{'JJS'},0,happiest
shut,1,7.29250986311959e-06,17.065153136954358,4,VBN,1,{'VBN'},0,shut
forty-four,1,7.29250986311959e-06,17.065153136954358,10,CD,1,{'CD'},0,forty-four
thirty-seven,1,7.29250986311959e-06,17.065153136954358,12,RB,1,{'RB'},0,thirty-seven
rose,1,7.29250986311959e-06,17.065153136954358,4,VBD,1,{'VBD'},0,rose
anticipations,1,7.29250986311959e-06,17.065153136954358,13,NNS,1,{'NNS'},0,anticip
unceasingly,1,7.29250986311959e-06,17.065153136954358,11,RB,1,{'RB'},0,unceasingli
preyed,1,7.29250986311959e-06,17.065153136954358,6,VBD,1,{'VBD'},0,prey
ascendency,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,ascend
exceeded,1,7.29250986311959e-06,17.065153136954358,8,VBD,1,{'VBD'},0,exceed
county,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,counti
tumultuous,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,tumultu
disorderly,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,disorderli
deriving,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,deriv
corresponded,1,7.29250986311959e-06,17.065153136954358,12,VBN,1,{'VBN'},0,correspond
tracing,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,trace
solace,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,solac
never-ceasing,1,7.29250986311959e-06,17.065153136954358,13,JJ,1,{'JJ'},0,never-ceas
profoundly,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,profoundli
emanate,1,7.29250986311959e-06,17.065153136954358,7,VBP,1,{'VBP'},0,eman
resheathed,1,7.29250986311959e-06,17.065153136954358,10,VBN,1,{'VBN'},0,resheath
apprised,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,appris
scabbard,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,scabbard
insurrectional,1,7.29250986311959e-06,17.065153136954358,14,JJ,1,{'JJ'},0,insurrect
disorganizing,1,7.29250986311959e-06,17.065153136954358,13,NN,1,{'NN'},0,disorgan
inconsistencies,1,7.29250986311959e-06,17.065153136954358,15,NNS,1,{'NNS'},0,inconsist
recoil,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,recoil
enjoying,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,enjoy
disorganize,1,7.29250986311959e-06,17.065153136954358,11,VB,1,{'VB'},0,disorgan
awaiting,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,await
extorted,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,extort
commanders,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,command
defenseless,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,defenseless
glut,1,7.29250986311959e-06,17.065153136954358,4,VB,1,{'VB'},0,glut
isles,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,isl
abounds,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,abound
recoiled,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,recoil
draining,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,drain
vaults,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,vault
seasonable,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,season
cheerfulness,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,cheer
thrown,1,7.29250986311959e-06,17.065153136954358,6,VBN,1,{'VBN'},0,thrown
clouds,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,cloud
presaging,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,presag
flashes,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,flash
destitute,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,destitut
calculating,1,7.29250986311959e-06,17.065153136954358,11,VBG,1,{'VBG'},0,calcul
appreciated,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,appreci
shed,1,7.29250986311959e-06,17.065153136954358,4,VBD,1,{'VBD'},0,shed
felicitate,1,7.29250986311959e-06,17.065153136954358,10,VB,1,{'VB'},0,felicit
flourished,1,7.29250986311959e-06,17.065153136954358,10,VBN,1,{'VBN'},0,flourish
allured,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,allur
savages,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,savag
loose,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,loos
discontinued,1,7.29250986311959e-06,17.065153136954358,12,VBN,1,{'VBN'},0,discontinu
conversion,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,convers
wretchedness,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,wretched
manners,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,manner
suppressing,1,7.29250986311959e-06,17.065153136954358,11,VBG,1,{'VBG'},0,suppress
well-tried,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,well-tri
regulates,1,7.29250986311959e-06,17.065153136954358,9,VBZ,1,{'VBZ'},0,regul
devout,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,devout
1813,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,1813
publicly,1,7.29250986311959e-06,17.065153136954358,8,RB,1,{'RB'},0,publicli
repeating,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,repeat
estimated,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,estim
stamped,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,stamp
postulations,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,postul
provoking,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,provok
disgraceful,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,disgrac
indiscriminate,1,7.29250986311959e-06,17.065153136954358,14,VB,1,{'VB'},0,indiscrimin
costly,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,costli
unlawfulness,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,unlaw
cruising,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,cruis
records,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,record
waged,1,7.29250986311959e-06,17.065153136954358,5,VBN,1,{'VBN'},0,wage
usages,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,usag
traitors,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,traitor
deserters,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,desert
emigrating,1,7.29250986311959e-06,17.065153136954358,10,VBG,1,{'VBG'},0,emigr
avowed,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,avow
naturalizing,1,7.29250986311959e-06,17.065153136954358,12,VBG,1,{'VBG'},0,natur
battles,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,battl
hatchet,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,hatchet
knife,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,knife
parental,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,parent
partition,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,partit
announces,1,7.29250986311959e-06,17.065153136954358,9,VBZ,1,{'VBZ'},0,announc
plunge,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,plung
flourishes,1,7.29250986311959e-06,17.065153136954358,10,VBZ,1,{'VBZ'},0,flourish
augments,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,augment
casualties,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,casualti
cultivator,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,cultiv
exhausting,1,7.29250986311959e-06,17.065153136954358,10,VBG,1,{'VBG'},0,exhaust
nourishes,1,7.29250986311959e-06,17.065153136954358,9,VBZ,1,{'VBZ'},0,nourish
bays,1,7.29250986311959e-06,17.065153136954358,4,NNS,1,{'NNS'},0,bay
police,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,polic
intersecting,1,7.29250986311959e-06,17.065153136954358,12,VBG,1,{'VBG'},0,intersect
distances,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,distanc
shorten,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,shorten
facilitating,1,7.29250986311959e-06,17.065153136954358,12,VBG,1,{'VBG'},0,facilit
youthful,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,youth
comport,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,comport
officially,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,offici
guardian,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,guardian
purse,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,purs
uselessly,1,7.29250986311959e-06,17.065153136954358,9,RB,1,{'RB'},0,uselessli
defaulters,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,default
evince,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,evinc
relaxation,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,relax
regularly,1,7.29250986311959e-06,17.065153136954358,9,RB,1,{'RB'},0,regularli
rendering,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,render
pervades,1,7.29250986311959e-06,17.065153136954358,8,VBZ,1,{'VBZ'},0,pervad
gigantic,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,gigant
enlightening,1,7.29250986311959e-06,17.065153136954358,12,VBG,1,{'VBG'},0,enlighten
meritorious,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,meritori
graciously,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,gracious
1821,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,1821
describe,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,describ
evinced,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,evinc
prominently,1,7.29250986311959e-06,17.065153136954358,11,RB,1,{'RB'},0,promin
spoliation,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,spoliat
constituting,1,7.29250986311959e-06,17.065153136954358,12,VBG,1,{'VBG'},0,constitut
nursery,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,nurseri
maturity,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,matur
vows,1,7.29250986311959e-06,17.065153136954358,4,NNS,1,{'NNS'},0,vow
prefers,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,prefer
convulsed,1,7.29250986311959e-06,17.065153136954358,9,VBD,1,{'VBD'},0,convuls
ensued,1,7.29250986311959e-06,17.065153136954358,6,VBN,1,{'VBN'},0,ensu
aloof,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,aloof
committing,1,7.29250986311959e-06,17.065153136954358,10,VBG,1,{'VBG'},0,commit
zone,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,zone
latitude,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,latitud
varieties,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,varieti
penetrating,1,7.29250986311959e-06,17.065153136954358,11,VBG,1,{'VBG'},0,penetr
internally,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,intern
prospers,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,prosper
recompensed,1,7.29250986311959e-06,17.065153136954358,11,VBN,1,{'VBN'},0,recompens
patronizes,1,7.29250986311959e-06,17.065153136954358,10,VBZ,1,{'VBZ'},0,patron
garrison,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,garrison
less-favored,1,7.29250986311959e-06,17.065153136954358,12,JJ,1,{'JJ'},0,less-favor
explaining,1,7.29250986311959e-06,17.065153136954358,10,VBG,1,{'VBG'},0,explain
infusing,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,infus
depositaries,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,depositari
retains,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,retain
healthful,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,health
corrupt,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,corrupt
populace,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,populac
incapable,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,incap
usurper,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,usurp
debasement,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,debas
experiencing,1,7.29250986311959e-06,17.065153136954358,12,VBG,1,{'VBG'},0,experienc
overset,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,overset
demolish,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,demolish
shrinks,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,shrink
1849,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,1849
undeveloped,1,7.29250986311959e-06,17.065153136954358,11,VBD,1,{'VBD'},0,undevelop
familiarity,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,familiar
constrain,1,7.29250986311959e-06,17.065153136954358,9,VB,1,{'VB'},0,constrain
abject,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,abject
discrediting,1,7.29250986311959e-06,17.065153136954358,12,VBG,1,{'VBG'},0,discredit
self-confidence,1,7.29250986311959e-06,17.065153136954358,15,NN,1,{'NN'},0,self-confid
reinstate,1,7.29250986311959e-06,17.065153136954358,9,VB,1,{'VB'},0,reinstat
perversions,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,pervers
misconceptions,1,7.29250986311959e-06,17.065153136954358,14,NNS,1,{'NNS'},0,misconcept
retards,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,retard
underlies,1,7.29250986311959e-06,17.065153136954358,9,VBZ,1,{'VBZ'},0,underli
treasured,1,7.29250986311959e-06,17.065153136954358,9,VBD,1,{'VBD'},0,treasur
lifting,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,lift
rectification,1,7.29250986311959e-06,17.065153136954358,13,NN,1,{'NN'},0,rectif
vindictiveness,1,7.29250986311959e-06,17.065153136954358,14,NN,1,{'NN'},0,vindict
unremittingly,1,7.29250986311959e-06,17.065153136954358,13,RB,1,{'RB'},0,unremittingli
insuperable,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,insuper
exacting,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,exact
impressively,1,7.29250986311959e-06,17.065153136954358,12,RB,1,{'RB'},0,impress
commands,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,command
attacked,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,attack
impatience,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,impati
restlessness,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,restless
appalled,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,appal
forsake,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,forsak
commandments,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,command
entailing,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,entail
idleness,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,idl
disturbances,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,disturb
circulating,1,7.29250986311959e-06,17.065153136954358,11,VBG,1,{'VBG'},0,circul
premium,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,premium
contraction,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,contract
displaced,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,displac
decreed,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,decre
cupidity,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,cupid
perverts,1,7.29250986311959e-06,17.065153136954358,8,VBZ,1,{'VBZ'},0,pervert
bounties,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,bounti
checking,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,check
disabled,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,disabl
prostitutes,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,prostitut
overleaps,1,7.29250986311959e-06,17.065153136954358,9,VBZ,1,{'VBZ'},0,overleap
languishing,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,languish
ill-advised,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,ill-advis
trait,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,trait
considerately,1,7.29250986311959e-06,17.065153136954358,13,RB,1,{'RB'},0,consider
stupefies,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,stupefi
americanism,1,7.29250986311959e-06,17.065153136954358,11,NNP,1,{'NNP'},0,american
stifles,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,stifl
substitutes,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,substitut
sordid,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,sordid
pitiful,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,piti
outgrow,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,outgrow
prodigality,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,prodig
deplorably,1,7.29250986311959e-06,17.065153136954358,10,RB,1,{'RB'},0,deplor
saps,1,7.29250986311959e-06,17.065153136954358,4,VBD,1,{'VBD'},0,sap
sturdiness,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,sturdi
misappropriation,1,7.29250986311959e-06,17.065153136954358,16,NN,1,{'NN'},0,misappropri
awarded,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,award
appointees,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,appointe
madness,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,mad
purification,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,purif
superseded,1,7.29250986311959e-06,17.065153136954358,10,VBN,1,{'VBN'},0,supersed
cheapness,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,cheap
conspiracies,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,conspiraci
phases,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,phase
unnatural,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,unnatur
manliness,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,manli
consistency,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,consist
wiser,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,wiser
outgrowth,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,outgrowth
cordially,1,7.29250986311959e-06,17.065153136954358,9,RB,1,{'RB'},0,cordial
tightly,1,7.29250986311959e-06,17.065153136954358,7,RB,1,{'RB'},0,tightli
rapidity,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,rapid
progressed,1,7.29250986311959e-06,17.065153136954358,10,VBN,1,{'VBN'},0,progress
administrated,1,7.29250986311959e-06,17.065153136954358,13,VBN,1,{'VBN'},0,administr
shielding,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,shield
happens,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,happen
perfunctory,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,perfunctori
undue,1,7.29250986311959e-06,17.065153136954358,5,JJ,1,{'JJ'},0,undu
concur,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,concur
emphasizes,1,7.29250986311959e-06,17.065153136954358,10,VBZ,1,{'VBZ'},0,emphas
law-respecting,1,7.29250986311959e-06,17.065153136954358,14,JJ,1,{'JJ'},0,law-respect
lynchings,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,lynch
dearer,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,dearer
unmolested,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,unmolest
consoling,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,consol
commendable,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,commend
upbuilding,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,upbuild
consort,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,consort
accords,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,accord
non-interference,1,7.29250986311959e-06,17.065153136954358,16,NN,1,{'NN'},0,non-interfer
foes,1,7.29250986311959e-06,17.065153136954358,4,NNS,1,{'NNS'},0,foe
insisting,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,insist
employers,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,employ
forty-ninth,1,7.29250986311959e-06,17.065153136954358,11,NNP,1,{'NNP'},0,forty-ninth
1886,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,1886
fifty-first,1,7.29250986311959e-06,17.065153136954358,11,NNP,1,{'NNP'},0,fifty-first
commons,1,7.29250986311959e-06,17.065153136954358,7,NNPS,1,{'NNPS'},0,common
invitation,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,invit
respectfully,1,7.29250986311959e-06,17.065153136954358,12,RB,1,{'RB'},0,respect
thereon,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,thereon
overestimated,1,7.29250986311959e-06,17.065153136954358,13,VBN,1,{'VBN'},0,overestim
convening,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,conven
immeasurably,1,7.29250986311959e-06,17.065153136954358,12,RB,1,{'RB'},0,immeasur
energetic,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,energet
troublesome,1,7.29250986311959e-06,17.065153136954358,11,VB,1,{'VB'},0,troublesom
additions,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,addit
training,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,train
bimetallism,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,bimetal
parity,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,pariti
severest,1,7.29250986311959e-06,17.065153136954358,8,JJS,1,{'JJS'},0,severest
outstanding,1,7.29250986311959e-06,17.065153136954358,11,JJ,1,{'JJ'},0,outstand
creditors,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,creditor
